id,label
011602,B
011603,B
011604,B
011701,C
011702,D
011703,B
011704,B
011801,D
011802,A
011803,D
011804,C
011805,C
011901,A
011902,C
012001,B
012002,B
012101,B
012102,B
012201,D
012202,B
012301,A
012302,B
012401,D
012402,B
012403,C
012501,C
012502,C
012601,B
012602,C
012701,D
012702,A
012703,C
012801,A
012802,A
012803,D
012901,A
012902,A
013001,D
013002,B
013003,B
013004,D
013101,D
013102,A
013103,D
013104,B
013105,B
013201,C
013202,B
013301,B
013302,A
013303,D
013401,A
013402,B
013403,C
013501,B
013502,D
013503,A
013504,D
013601,C
013602,D
013603,C
013701,C
013702,B
013801,A
013802,B
013803,B
013804,C
013901,C
013902,C
014001,C
014002,B
014101,C
014102,A
014201,B
014202,C
014203,B
014301,D
014302,C
014401,B
014402,B
014501,A
014502,A
014601,C
014602,C
014701,D
014702,C
014801,A
014802,C
014901,B
014902,C
015001,C
015002,A
015101,B
015102,B
015201,D
015202,A
015301,C
015302,C
015401,B
015402,B
015403,A
015501,A
015502,A
015601,A
015602,A
015701,A
015702,B
015801,A
015802,A
015901,A
015902,A
015903,B
015904,A
016001,D
016002,D
016003,A
016101,A
016102,A
016103,A
016104,A
016201,A
016202,C
016301,B
016302,A
016401,B
016402,A
016501,C
016502,B
016601,C
016602,A
016701,A
016702,B
016801,B
016802,B
016803,B
016901,B
016902,A
017001,A
017002,B
017101,B
017102,A
017201,B
017202,A
017301,B
017302,D
017401,A
017402,D
017403,C
017501,C
017502,B
017503,C
017504,A
017601,C
017602,C
017701,B
017702,B
017801,B
017802,C
017901,C
017902,C
017903,B
018001,C
018002,C
018101,B
018102,B
018201,D
018202,B
018301,B
018302,C
018401,C
018402,C
018501,C
018502,A
018601,A
018602,D
018701,B
018702,C
018703,B
018801,B
018802,C
018803,D
018901,D
018902,B
019001,A
019002,B
019003,B
019101,C
019102,B
019201,A
019202,B
019301,B
019302,A
019401,B
019402,C
019403,C
019501,A
019502,B
019601,B
019602,A
019701,B
019702,A
019801,A
019802,A
019901,D
019902,B
020001,C
020002,B
020003,C
020101,B
020102,B
020201,B
020202,A
020301,A
020302,B
020303,C
020401,A
020402,C
020501,B
020502,A
020601,B
020602,B
020701,A
020702,C
020703,B
020801,D
020802,C
020803,A
020901,B
020902,A
021001,C
021002,B
021101,C
021102,D
021201,C
021202,B
021301,C
021302,C
021401,D
021402,C
021501,D
021502,B
021601,B
021602,A
021603,A
021701,B
021702,B
021801,C
021802,B
021901,C
021902,B
022001,B
022002,C
022101,D
022102,D
022103,C
022201,B
022202,C
022301,A
022302,B
022401,D
022402,C
022501,C
022502,B
022601,D
022602,D
022701,C
022702,C
022801,A
022802,B
022901,A
022902,B
023001,A
023002,B
023101,D
023102,B
023103,D
023201,C
023202,B
023203,D
023204,A
023301,D
023302,B
023303,C
023401,C
023402,A
023403,D
023501,B
023502,C
023503,A
023504,B
023601,C
023602,A
023701,A
023702,C
023801,A
023802,D
023901,A
023902,B
024001,B
024002,A
024101,A
024102,B
024201,A
024202,A
024301,A
024302,A
024401,A
024402,B
024501,A
024502,A
024601,B
024602,A
024701,C
024702,A
024801,A
024802,B
024901,A
024902,C
024903,B
024904,A
025001,D
025002,B
025101,D
025102,D
025201,A
025202,C
025301,B
025302,D
025303,B
025401,D
025402,A
025501,C
025502,B
025601,A
025602,C
025603,D
025604,B
025701,C
025702,C
025801,D
025802,A
025901,C
025902,C
025903,B
026001,B
026002,C
026101,D
026102,C
026201,B
026202,B
026301,C
026302,D
026401,C
026402,A
026403,C
026501,A
026502,C
026503,B
026504,C
026505,A
026601,D
026602,C
026603,C
026701,A
026702,C
026801,A
026802,B
026901,A
026902,A
026903,A
027001,A
027002,C
027101,A
027102,A
027201,C
027202,B
027203,C
027301,C
027302,B
027303,C
027401,C
027402,A
027403,B
027501,B
027502,B
027601,B
027602,C
027701,A
027702,A
027703,C
027801,A
027802,A
027803,B
027901,A
027902,B
027903,B
028001,B
028002,A
028003,A
028101,D
028102,C
028201,B
028202,B
028203,D
028301,B
028302,A
028401,A
028402,A
028501,B
028502,A
028601,A
028602,B
028701,B
028702,A
028801,A
028802,A
028901,A
028902,A
029001,A
029002,A
029101,A
029102,A
029201,A
029202,A
029301,B
029302,A
029401,B
029402,B
029501,A
029502,B
029601,B
029602,A
029701,B
029702,A
029801,B
029802,B
029901,A
029902,B
030001,C
030002,C
030101,A
030102,B
030201,A
030202,B
030301,C
030302,A
030401,C
030402,C
030501,A
030502,B
030601,A
030602,A
030603,D
030604,A
030701,C
030702,B
030801,B
030802,C
030901,D
030902,B
031001,B
031002,D
031101,C
031102,B
031201,C
031202,B
031301,A
031302,C
031401,C
031402,C
031501,D
031502,A
031601,C
031602,D
031701,B
031702,B
031801,C
031802,A
031901,A
031902,A
032001,B
032002,C
032101,B
032102,B
032201,A
032202,A
032301,B
032302,A
032401,A
032402,A
032501,B
032502,C
032601,A
032602,B
032603,A
032604,B
032701,A
032702,B
032801,B
032802,A
032901,D
032902,C
033001,D
033002,A
033101,D
033102,A
033201,B
033202,B
033301,B
033302,D
033303,C
033401,B
033402,B
033501,A
033502,B
033601,A
033602,A
033701,C
033702,B
033801,C
033802,C
033901,B
033902,C
034001,B
034002,A
034101,C
034102,B
034103,A
034201,C
034202,A
034301,A
034302,B
034303,A
034304,A
034401,D
034402,B
034501,C
034502,A
034601,D
034602,A
034701,A
034702,A
034703,A
034801,B
034802,C
034901,B
034902,C
034903,A
035001,B
035002,A
035003,C
035101,C
035102,C
035201,C
035202,C
035301,A
035302,A
035303,C
035304,C
035401,B
035402,C
035501,C
035502,B
035601,A
035602,B
035701,B
035702,B
035703,A
035801,C
035802,C
035901,C
035902,C
036001,C
036002,B
036101,D
036102,D
036201,C
036202,D
036301,C
036302,B
036401,A
036402,B
036501,B
036502,A
036601,B
036602,C
036603,B
036701,C
036702,B
036801,C
036802,D
036901,C
036902,C
037001,D
037002,D
037003,C
037101,D
037102,A
037103,C
037201,B
037202,B
037203,A
037301,B
037302,A
037303,B
037401,B
037402,C
037403,C
037501,C
037502,C
037601,C
037602,A
037701,C
037702,A
037801,B
037802,C
037901,C
037902,D
038001,A
038002,C
038003,A
038101,A
038102,D
038201,D
038202,B
038301,C
038302,C
038401,B
038402,A
038501,A
038502,D
038503,D
038601,B
038602,A
038701,A
038702,B
038801,A
038802,B
038901,A
038902,A
039001,B
039002,B
039101,A
039102,A
039201,A
039202,A
039301,C
039302,A
039401,A
039402,B
039501,C
039502,A
039601,A
039602,A
039701,B
039702,A
039801,A
039802,A
039901,A
039902,A
040001,B
040002,A
040101,B
040102,B
040201,A
040202,B
040301,B
040302,A
040401,B
040402,B
040501,A
040502,B
040601,B
040602,B
040701,A
040702,B
040801,C
040802,B
040901,A
040902,A
041001,A
041002,C
041101,B
041102,A
041201,C
041202,B
041301,B
041302,A
041401,A
041402,B
041501,B
041502,A
041601,A
041602,A
041701,B
041702,B
041801,A
041802,A
041901,B
041902,A
042001,C
042002,A
042101,A
042102,A
042103,A
042201,A
042202,C
042301,D
042302,A
042401,B
042402,A
042501,A
042502,A
042601,B
042602,B
042701,A
042702,A
042801,C
042802,D
042901,B
042902,C
043001,D
043002,A
043101,B
043102,A
043201,A
043202,B
043301,B
043302,A
043401,B
043402,A
043501,A
043502,A
043601,A
043602,A
043603,A
043701,B
043702,B
043801,C
043802,B
043803,B
043901,A
043902,A
044001,A
044002,B
044101,B
044102,A
044201,C
044202,A
044301,C
044302,C
044303,A
044304,D
044401,D
044402,B
044501,A
044502,A
044601,B
044602,C
044701,C
044702,A
044801,B
044802,B
044901,C
044902,B
045001,D
045002,B
045101,B
045102,A
045201,B
045202,A
045301,B
045302,C
045401,B
045402,A
045501,C
045502,C
045503,C
045601,B
045602,D
045701,A
045702,C
045801,B
045802,C
045901,D
045902,A
046001,D
046002,A
046101,D
046102,B
046201,A
046202,B
046301,B
046302,B
046401,C
046402,B
046501,B
046502,A
046601,C
046602,C
046701,B
046702,C
046801,B
046802,B
046901,D
046902,B
047001,C
047002,D
047003,A
047101,D
047102,D
047103,C
047201,B
047202,C
047301,C
047302,A
047401,A
047402,A
047501,B
047502,C
047601,B
047602,B
047701,A
047702,A
047801,A
047802,A
047803,A
047901,A
047902,B
048001,A
048002,C
048101,A
048102,A
048103,A
048201,B
048202,A
048301,A
048302,A
048303,B
048401,C
048402,B
048501,A
048502,A
048601,B
048602,C
048603,A
048701,C
048702,B
048801,B
048802,B
048901,D
048902,A
049001,D
049002,A
049101,C
049102,C
049201,A
049202,B
049301,C
049302,A
049303,C
049401,A
049402,B
049403,D
049501,B
049502,D
049503,A
049601,C
049602,C
049701,A
049702,A
049801,C
049802,B
049901,B
049902,C
050001,C
050002,A
050003,A
050004,D
050101,A
050102,D
050103,B
050104,C
050201,B
050202,B
050301,A
050302,A
050401,B
050402,C
050501,B
050502,A
050601,B
050602,C
050603,A
050701,A
050702,C
050801,B
050802,D
050901,B
050902,D
051001,C
051002,A
051101,C
051102,A
051103,B
051201,A
051202,D
051301,D
051302,A
051303,B
051401,A
051402,C
051403,D
051501,D
051502,D
051601,D
051602,A
051603,A
051701,D
051702,A
051801,D
051802,A
051901,B
051902,C
052001,A
052002,C
052003,D
052101,B
052102,C
052103,C
052201,C
052202,D
052301,C
052302,D
052303,B
052401,B
052402,B
052501,D
052502,B
052503,A
052601,D
052602,A
052603,A
052701,C
052702,A
052703,C
052801,D
052802,C
052901,C
052902,A
053001,B
053002,D
053003,A
053101,D
053102,D
053103,C
053201,C
053202,D
053301,D
053302,C
053303,C
053401,A
053402,C
053403,B
053501,A
053502,D
053503,A
053601,C
053602,B
053603,B
053701,C
053702,B
053801,C
053802,B
053901,C
053902,B
054001,A
054002,C
054101,B
054102,A
054201,D
054202,C
054301,C
054302,A
054401,A
054402,B
054501,A
054502,A
054601,B
054602,B
054701,D
054702,A
054801,A
054802,B
054901,C
054902,A
055001,B
055002,B
055101,A
055102,B
055103,A
055201,A
055202,A
055301,B
055302,A
055401,B
055402,A
055501,A
055502,B
055601,B
055602,B
055701,A
055702,A
055801,A
055802,A
055901,B
055902,A
056001,D
056002,B
056101,C
056102,B
056201,A
056202,D
056301,B
056302,D
056401,A
056402,B
056501,B
056502,A
056503,B
056601,C
056602,C
056701,A
056702,B
056801,A
056802,B
056901,A
056902,B
057001,C
057002,A
057101,C
057102,C
057201,B
057202,A
057301,C
057302,A
057401,B
057402,B
057501,C
057502,C
057601,A
057602,A
057701,C
057702,C
057801,A
057802,A
057901,A
057902,A
058001,A
058002,A
058101,B
058102,A
058201,A
058202,B
058301,A
058302,A
058401,A
058402,B
058501,B
058502,A
058601,A
058602,D
058603,B
058701,C
058702,A
058801,C
058802,A
058803,B
058901,D
058902,B
058903,C
059001,A
059002,C
059101,B
059102,A
059201,B
059202,A
059203,C
059301,C
059302,A
059401,C
059402,C
059501,B
059502,A
059601,D
059602,C
059701,B
059702,C
059801,C
059802,B
059901,C
059902,B
060001,B
060002,C
060101,A
060102,B
060201,D
060202,B
060301,C
060302,B
060401,A
060402,B
060501,B
060502,B
060601,B
060602,B
060701,D
060702,A
060801,A
060802,A
060901,C
060902,C
060903,C
061001,A
061002,D
061101,B
061102,C
061103,D
061201,C
061202,B
061301,A
061302,B
061401,B
061402,D
061501,A
061502,A
061601,A
061602,B
061701,A
061702,B
061801,C
061802,D
061901,A
061902,B
062001,A
062002,B
062101,B
062102,A
062103,B
062201,A
062202,B
062301,A
062302,A
062401,B
062402,A
062501,C
062502,C
062601,D
062602,B
062701,C
062702,C
062801,A
062802,B
062901,B
062902,B
063001,B
063002,A
063101,B
063102,B
063201,C
063202,B
063301,A
063302,A
063401,A
063402,A
063501,D
063502,A
063601,B
063602,A
063701,C
063702,C
063703,B
063704,A
063801,B
063802,C
063901,A
063902,A
064001,B
064002,B
064101,B
064102,A
064201,C
064202,A
064301,A
064302,A
064401,B
064402,A
064501,B
064502,B
064601,B
064602,B
064701,A
064702,B
064801,A
064802,A
064901,A
064902,C
065001,B
065002,A
065101,B
065102,B
065201,B
065202,B
065301,A
065302,A
065401,B
065402,A
065501,A
065502,A
065503,A
065601,A
065602,C
065701,B
065702,B
065801,A
065802,A
065901,B
065902,B
066001,D
066002,B
066101,A
066102,C
066201,A
066202,B
066301,C
066302,A
066303,B
066401,C
066402,C
066501,A
066502,A
066601,A
066602,B
066701,D
066702,D
066703,B
066704,A
066801,B
066802,A
066901,C
066902,A
067001,A
067002,C
067101,B
067102,D
067201,B
067202,D
067301,A
067302,B
067401,D
067402,D
067403,D
067404,C
067501,D
067502,C
067503,B
067601,D
067602,A
067603,B
067701,B
067702,B
067801,C
067802,C
067901,B
067902,C
068001,A
068002,A
068101,A
068102,A
068201,C
068202,B
068203,C
068301,C
068302,A
068401,C
068402,A
068403,C
068501,A
068502,A
068601,C
068602,B
068701,B
068702,A
068801,C
068802,C
068901,B
068902,B
069001,B
069002,B
069101,B
069102,D
069201,D
069202,C
069203,D
069301,B
069302,B
069401,C
069402,B
069403,B
069501,B
069502,A
069503,A
069601,B
069602,B
069701,D
069702,D
069801,A
069802,C
069901,D
069902,B
069903,D
069904,C
070001,B
070002,C
070101,C
070102,C
070201,A
070202,A
070301,B
070302,B
070401,A
070402,A
070501,B
070502,B
070601,A
070602,A
070701,D
070702,D
070801,B
070802,B
070901,B
070902,C
071001,C
071002,D
071101,B
071102,A
071201,B
071202,B
071301,C
071302,D
071303,C
071401,C
071402,B
071501,A
071502,D
071601,A
071602,A
071701,A
071702,B
071801,C
071802,C
071901,A
071902,D
072001,A
072002,A
072101,A
072102,A
072201,A
072202,A
072301,A
072302,A
072401,A
072402,A
072501,B
072502,A
072601,B
072602,C
072701,C
072702,A
072801,B
072802,B
072901,A
072902,C
073001,B
073002,A
073101,A
073102,A
073201,A
073202,B
073301,A
073302,B
073401,A
073402,A
073501,B
073502,A
073601,A
073602,A
073701,A
073702,B
073801,B
073802,B
073901,A
073902,B
074001,A
074002,A
074101,A
074102,B
074201,A
074202,D
074301,A
074302,A
074401,D
074402,D
074501,D
074502,A
074601,A
074602,A
074701,B
074702,A
074801,A
074802,A
074901,C
074902,A
075001,A
075002,A
075101,A
075102,A
075201,A
075202,C
075301,C
075302,B
075401,D
075402,B
075501,A
075502,A
075601,D
075602,A
075701,D
075702,D
075801,B
075802,C
075901,A
075902,D
076001,D
076002,C
076101,D
076102,D
076201,A
076202,A
076301,A
076302,A
076401,A
076402,B
076501,A
076502,B
076601,A
076602,B
076701,A
076702,B
076801,C
076802,A
076901,A
076902,A
077001,A
077002,C
077101,A
077102,A
077201,D
077202,D
077301,B
077302,A
077401,C
077402,C
077501,A
077502,C
077601,A
077602,A
077701,C
077702,A
077801,B
077802,A
077901,C
077902,A
078001,A
078002,A
078101,A
078102,C
078201,A
078202,B
078301,C
078302,C
078401,C
078402,A
078501,B
078502,B
078601,B
078602,C
078701,B
078702,D
078801,D
078802,D
078901,D
078902,A
079001,A
079002,C
079101,C
079102,D
079201,A
079202,B
079301,D
079302,B
079303,A
079401,C
079402,B
079403,C
079501,D
079502,A
079503,A
079601,A
079602,B
079701,B
079702,A
079703,C
079801,D
079802,D
079901,C
079902,C
080001,C
080002,C
080101,C
080102,A
080103,D
080201,B
080202,B
080203,D
080301,C
080302,D
080303,A
080401,D
080402,D
080403,C
080501,D
080502,C
080503,B
080601,A
080602,D
080701,D
080702,A
080703,D
080704,A
080801,B
080802,B
080901,D
080902,C
081001,B
081002,C
081003,B
081101,B
081102,B
081201,B
081202,D
081203,A
081301,D
081302,B
081303,A
081401,C
081402,D
081403,B
081404,A
081501,A
081502,B
081601,C
081602,C
081701,A
081702,B
081801,A
081802,A
081901,B
081902,B
082001,B
082002,B
082101,A
082102,A
082201,C
082202,C
082301,A
082302,B
082401,A
082402,A
082501,B
082502,D
082601,D
082602,B
082701,B
082702,A
082801,A
082802,A
082901,A
082902,A
083001,A
083002,B
083101,A
083102,B
083201,A
083202,B
083301,A
083302,B
083401,A
083402,A
083501,A
083502,B
083601,A
083602,B
083701,A
083702,B
083801,A
083802,B
083901,A
083902,B
084001,A
084002,A
084101,A
084102,A
084201,B
084202,B
084301,C
084302,C
084401,A
084402,A
084501,A
084502,A
084601,A
084602,B
084701,B
084702,A
084801,A
084802,A
084901,B
084902,A
085001,A
085002,A
085101,A
085102,A
085201,A
085202,A
085301,C
085302,C
085401,B
085402,A
085501,B
085502,A
085601,B
085602,C
085701,C
085702,C
085801,B
085802,A
085901,A
085902,B
086001,A
086002,A
086101,A
086102,A
086201,A
086202,A
086301,A
086302,B
086401,A
086402,A
086501,A
086502,A
086601,A
086602,B
086701,A
086702,A
086801,A
086802,B
086901,B
086902,B
087001,A
087002,A
087101,A
087102,B
087201,D
087202,A
087301,B
087302,A
087401,B
087402,C
087501,D
087502,C
087601,B
087602,A
087701,B
087702,B
087801,B
087802,B
087901,D
087902,B
088001,B
088002,B
088101,A
088102,B
088201,A
088202,B
088301,A
088302,B
088401,A
088402,B
088501,C
088502,B
088601,B
088602,A
088701,A
088702,B
088801,A
088802,A
088901,A
088902,B
089001,A
089002,C
089101,A
089102,B
089201,B
089202,B
089301,A
089302,B
089401,B
089402,B
089501,A
089502,B
089601,C
089602,C
089701,A
089702,A
089801,A
089802,B
089901,C
089902,A
090001,A
090002,B
090101,A
090102,B
090201,B
090202,C
090301,C
090302,B
090303,D
090401,A
090402,C
090501,A
090502,D
090601,B
090602,D
090701,C
090702,A
090801,A
090802,D
090901,B
090902,D
091001,A
091002,B
091101,A
091102,B
091201,D
091202,A
091301,D
091302,A
091401,C
091402,B
091501,B
091502,C
091601,B
091602,B
091701,C
091702,B
091801,C
091802,B
091901,A
091902,D
092001,A
092002,A
092101,A
092102,C
092201,D
092202,A
092301,A
092302,C
092401,A
092402,C
092501,D
092502,D
092601,D
092602,A
092701,D
092702,B
092801,A
092802,A
092901,B
092902,B
093001,B
093002,C
093101,C
093102,A
093201,D
093202,B
093301,D
093302,C
093401,A
093402,B
093501,B
093502,A
093601,A
093602,C
093701,A
093702,D
093801,B
093802,C
093901,A
093902,A
094001,A
094002,A
094101,A
094102,C
094201,A
094202,C
094301,A
094302,B
094401,A
094402,A
094501,A
094502,A
094601,A
094602,A
094701,A
094702,C
094801,A
094802,A
094901,A
094902,C
095001,A
095002,C
095101,A
095102,C
095201,A
095202,C
095301,A
095302,C
095401,A
095402,C
095501,A
095502,C
095601,A
095602,C
095701,A
095702,C
095801,A
095802,C
095901,A
095902,B
096001,A
096002,B
096101,A
096102,B
096201,A
096202,B
096301,A
096302,B
096401,A
096402,B
096501,B
096502,C
096601,B
096602,A
096701,C
096801,C
096901,B
097001,C
097002,A
097101,A
097201,C
097202,C
097301,B
097401,B
097402,A
097501,B
097502,B
097601,B
097602,A
097701,B
097702,B
097801,B
097802,D
097901,A
097902,A
098001,A
098002,B
098101,C
098102,B
098201,B
098301,D
098302,D
098401,C
098402,A
098501,B
098502,B
098601,B
098602,B
098701,D
098702,C
098703,A
098801,A
098802,B
098901,C
098902,B
099001,D
099101,C
099102,D
099103,D
099201,C
099202,A
099301,A
099302,D
099401,C
099402,D
099403,D
099501,A
099502,C
099601,C
099602,C
099701,C
099702,C
099801,B
099802,B
099901,A
099902,B
100001,B
100002,B
